switch,arsenic,dist,assoc,educ
0,2.08,13.40799999,1,0
0,1.99,22.2840004,0,10
0,2.38,38.8370018,0,4
1,1.87,50.63299942,0,0
1,0.98,23.47299957,0,0
0,2.32,25.18199921,0,0
1,2.74,34.83000183,1,0
1,3.21,30.375,0,9
1,1.4,32.00600052,1,9
0,0.79,13.9289999,0,0
1,1.09,20.03300095,1,0
1,1.1,24.04199982,1,7
1,0.64,12.87300014,0,0
1,1.36,6.993000031,0,0
1,1.84,16.26099968,0,0
0,2.32,16.34300041,0,9
1,3.35,13.65699959,0,12
0,1.72,20.02599907,0,5
0,1.72,15.04100037,0,10
1,1.97,27.64800072,0,8
0,0.72,55.12599945,0,5
1,1.15,40.84700012,1,10
0,1.76,19.58499908,1,4
1,2.64,56.22800064,1,0
0,1.71,43.27999878,1,0
1,2.98,42.00999832,0,5
1,0.55,21.41600037,1,0
1,2.13,21.59499931,0,0
1,3.96,12.35299969,1,0
1,2.3,12.42099953,1,5
1,4.79,8.156999588,0,0
1,1.17,11.57699966,0,6
0,5.07,30.85000038,0,0
1,3.01,64.29199982,0,9
1,1.73,28.75200081,1,3
0,2.51,24.27599907,1,9
0,0.63,15.26599979,0,11
0,1.18,9.19299984,1,8
1,0.8,23.82999992,1,0
1,6.59,26.53499985,1,5
1,2.81,14.95699978,1,5
1,1.9,11.79399967,0,9
1,3.9,29.89299965,1,0
1,5.58,20.35899925,0,5
1,3.49,43.56700134,0,3
1,3.09,30.43099976,0,5
0,3.92,41.60800171,0,5
0,1.02,47.95600128,1,0
1,1.35,26.78300095,0,0
1,0.98,42.32500076,1,0
1,1.12,78.9489975,1,5
1,0.82,80.56900024,1,5
1,0.99,80.3239975,1,7
1,1.38,54.92699814,0,5
1,0.91,54.38999939,0,4
1,1.27,41.59500122,0,5
0,1.1,57.11399841,0,5
0,0.64,26.44499969,0,5
1,0.89,21.61499977,1,0
0,0.78,11.14299965,0,8
1,0.64,17.01000023,1,8
0,0.73,8.413000107,1,2
1,0.68,4.218999863,1,0
1,2.33,20.70599937,1,3
1,2.44,24.5359993,1,2
1,2.1,5.951000214,1,2
1,1.9,7.157999992,1,0
1,0.52,23.80999947,1,0
1,4.05,87.23999786,0,5
1,4.94,12.49300003,1,8
1,5.73,3.069999933,1,12
1,3.5,77.22899628,1,7
1,2.07,46.28900146,1,4
1,2.52,47.9659996,1,7
0,2.71,41.66400146,1,5
1,2.47,61.18099976,1,2
1,0.78,67.22599792,0,5
1,3.28,44.42499924,1,5
1,2.29,14.75500011,1,7
1,1.11,8.769000053,1,5
1,2.39,29.77000046,0,3
1,3.17,17.04400063,1,0
1,2.04,22.69599915,1,10
1,1.26,26.43000031,1,3
1,2.64,50.37200165,1,12
1,2.67,49.58599854,1,0
1,1.64,75.30599976,0,9
1,1.91,41.85100174,0,10
1,2.15,19.58600044,1,4
1,1.9,46.18899918,1,5
1,1.66,35.88800049,0,0
1,2.06,26.2140007,1,0
1,1.1,16.97500038,0,5
0,1.28,45.47200012,0,0
1,2.34,46.30400085,1,8
1,2.51,56.90499878,1,0
1,3.4,50.69200134,1,3
1,3.08,34.28699875,0,0
1,2.1,9.079999924,1,5
0,0.77,18.27300072,1,5
1,5.04,100.1380005,0,3
1,4.07,73.04399872,0,12
1,7.37,59.54499817,1,4
1,8.79,32.92599869,0,6
0,3.52,47.06299973,0,3
1,3.59,15.30300045,0,4
1,3.87,18.77300072,0,10
1,2.68,29.95000076,0,2
1,5.48,41.42599869,0,6
1,3.72,0.649999976,0,4
1,5.54,8.675999641,0,5
1,5.8,17.37299919,0,3
1,6.08,32.33300018,0,12
1,3.8,17.35099983,0,0
1,2.15,24.88599968,1,0
1,2.74,40.31900024,0,0
1,2.5,42.13600159,1,0
1,2.98,17.61000061,1,8
1,2.26,17.00499916,1,0
1,0.67,15.59599972,1,4
1,2.4,38.64599991,1,0
1,1.02,83.80899811,1,0
1,1.1,76.44200134,1,0
1,2.75,61.2159996,1,0
1,1.83,55.36199951,1,5
1,0.82,39.98099899,1,0
0,0.75,46.55099869,1,5
1,1.25,37.00099945,1,7
1,1.05,32.58200073,1,0
1,0.83,22.75900078,1,5
1,1.13,4.962999821,0,5
1,1.12,53.12599945,0,0
0,1.35,22.78499985,1,5
1,1.25,27.5890007,1,3
1,2.25,53.40100098,0,0
1,1.97,69.4489975,0,2
1,1.68,39.56100082,0,5
0,0.54,23.46500015,1,2
1,0.64,16.3010006,1,5
1,0.8,42.02299881,0,2
1,1.1,13.75,0,0
1,2.14,19.25399971,1,4
1,3.96,16.9659996,0,10
1,0.76,23.50600052,0,8
1,5.28,52.30099869,0,4
1,1.89,56.02600098,0,3
1,1.71,0.591000021,1,0
1,1.46,24.5359993,0,5
1,3.45,37.77299881,0,10
0,2.92,65.59500122,0,5
0,4.4,35.79399872,0,5
1,4.99,4.96999979,0,5
1,1.51,77.82099915,0,0
1,1.82,104.4589996,0,0
0,0.99,31.55800056,0,5
1,2.71,33.95100021,0,15
0,2.39,36.60900116,1,5
1,2.7,29.2840004,1,6
1,3.9,32.22299957,0,3
1,2.95,25.68899918,0,5
1,3.66,10.04599953,0,5
1,1.1,32.83200073,1,4
0,2.07,32.05099869,0,4
1,3.07,43.91799927,1,5
1,2.11,49.68199921,0,5
1,2.19,47.90999985,1,5
1,2.31,38.78300095,0,4
0,0.83,41.76800156,0,2
1,0.6,54.04499817,1,4
1,1.12,62.31999969,0,3
1,0.54,47.36299896,0,10
1,1.27,38.15399933,0,3
1,1.05,23.18000031,0,5
1,0.82,19.36300087,1,0
1,0.62,16.41399956,0,0
0,1.51,33.14199829,1,5
1,0.68,24.90600014,1,4
1,1.66,16.26799965,1,2
0,0.52,26.76399994,1,4
0,0.62,5.474999905,1,4
1,0.6,2.717999935,1,4
0,0.51,26.07999992,1,4
1,1.34,31.14500046,1,15
1,0.68,44.57099915,0,12
1,0.66,54.56700134,1,4
1,0.68,64.47899628,1,10
1,0.8,62.38399887,0,10
1,0.71,61.57699966,0,10
1,0.8,34.86600113,0,14
1,0.97,35.44100189,1,12
0,2.8,24.44499969,1,4
0,0.99,22.3239994,1,12
0,1.13,9.470999718,1,4
0,0.77,6.528999805,1,4
1,0.93,11.01799965,0,5
0,3.37,5.440000057,1,0
0,1.25,22.70299911,1,0
1,2.69,38.58100128,1,7
0,0.6,38.73600006,1,3
1,0.73,56.21500015,0,0
1,2.69,48.85100174,1,0
1,2.61,55.83499908,0,8
1,3.43,62.80400085,0,4
0,4.09,51.69200134,0,0
0,2.23,32.48600006,1,4
1,2.35,31.95100021,0,8
0,4.62,55.15200043,0,5
0,1.99,60.67200089,1,0
0,1.01,89.89099884,0,10
0,3.23,93.59899902,0,0
0,1.31,166.3619995,0,0
1,0.85,177.2669983,0,9
0,0.84,158.2929993,1,3
0,2.11,66.70200348,1,4
0,1.36,74.17700195,1,10
0,0.75,40.11600113,0,7
1,1.25,67.59799957,0,10
1,1.34,18.22200012,0,8
0,0.88,81.95999908,1,5
0,1.05,49.54299927,0,5
0,1.4,55.77600098,1,0
0,1.03,52.0379982,1,0
0,1.15,98.87599945,1,0
0,1.15,94.78500366,0,0
0,0.89,104.0930023,1,5
0,1.07,66.75800323,1,5
1,1.09,44.69100189,1,5
0,2.04,97.83899689,1,0
1,0.83,104.314003,0,0
1,0.63,107.0790024,0,10
0,1.09,66.83999634,0,5
1,0.96,17.38999939,0,12
0,0.74,48.80599976,0,5
1,2.38,30.45000076,0,0
0,0.69,30.68499947,0,5
0,0.97,41.34600067,0,0
1,1.91,66.7460022,0,5
1,1.86,37.43299866,0,0
0,0.92,35.84400177,0,0
0,2.4,11.70199966,1,8
0,1.71,37.60100174,0,5
0,1.08,30.71199989,0,0
1,0.98,53.49700165,0,0
0,0.84,68.4509964,0,0
0,0.74,75.91699982,1,9
0,0.96,84.83499908,0,0
0,1.31,128.6210022,0,10
1,3.17,140.5310059,1,0
0,2.8,128.3880005,1,14
1,1.27,153.1730042,0,7
0,0.87,172.7339935,0,14
0,2.23,170.2200012,0,0
1,1.93,175.7250061,0,12
0,1.08,93.21600342,0,4
0,1.11,80.08499908,1,8
0,1.7,108.9110031,0,0
1,2.21,68.55699921,1,0
0,0.83,139.0809937,0,4
1,1.36,127.6429977,0,4
1,1.42,50.42100143,0,0
0,0.54,39.57400131,1,0
0,2.28,79.72100067,0,4
0,2.08,127.25,1,0
0,0.87,134.3159943,1,4
0,0.91,135.1040039,1,0
0,1.45,132.2440033,0,4
0,1.61,118.935997,0,4
1,3.38,60.80599976,0,4
1,3.49,87.09799957,0,0
1,2.72,55.50099945,1,0
1,1.43,36.20399857,1,0
1,1.86,46.80799866,0,4
1,2.38,67.41699982,0,0
1,2.09,93.94999695,1,3
0,1.66,70.21099854,1,2
0,1.51,113.0080032,1,8
1,5.12,96.22200012,1,9
0,4.41,141.2440033,1,4
1,3.37,156.1230011,1,0
1,4,179.1170044,1,5
1,2.03,138.3639984,0,5
0,1.19,95.61599731,0,7
0,2.33,62.96500015,0,4
1,1.14,12.45400047,1,0
1,3.31,45.99399948,0,3
0,2.58,133.8730011,1,5
1,2.99,42.63199997,0,0
1,2.56,63.41500092,0,10
1,1.11,62.85300064,1,0
0,1.85,46.32799911,0,0
0,2.18,42.61899948,1,6
0,1.47,14.45699978,0,5
0,2.19,32.57600021,1,0
1,1.48,78.54199982,1,3
1,1.5,99.18599701,1,5
0,1.76,91.78199768,1,5
1,1.6,96.70999908,1,5
0,2.79,104.1660004,1,0
1,2.62,71.2009964,1,5
0,1.43,9.673000336,0,0
1,1.17,56.56600189,1,4
0,2.04,31.96800041,1,5
1,2.66,62.39799881,1,9
1,2.11,44.01300049,0,5
1,3.35,30.62100029,1,5
1,2.35,32.61199951,0,5
0,3.26,68.92900085,0,0
0,3.19,93.80400085,0,0
1,3.19,127.6900024,1,0
1,3.69,135.8350067,0,3
1,2.99,152.7830048,0,3
0,2.48,138.4089966,1,8
0,0.79,95.33399963,0,3
1,1.31,127.2809982,1,5
0,0.65,109.1760025,0,3
0,1,98.11100006,1,4
0,1.9,165.7070007,1,3
0,2.03,187.8320007,0,2
0,1.02,196.503006,0,4
0,2.13,184.3990021,0,8
1,2.59,199.3090057,0,10
1,2.14,169.5310059,0,5
1,1.23,31.53300095,0,3
0,1.56,24.69000053,0,4
0,1.19,68.44599915,0,4
0,0.79,75.93699646,1,9
1,0.83,23.23200035,0,6
0,0.85,45.75999832,0,6
0,0.87,18.95299911,0,3
1,2.54,43.46699905,1,0
0,1.42,11.29100037,0,0
1,1.89,21.90399933,1,9
0,1.42,25.00399971,1,12
0,0.99,45.9109993,1,6
1,1.73,47.95299911,0,12
0,2.33,70.56600189,0,2
1,3.18,62.63800049,1,0
1,0.56,14.04500008,0,5
1,1.2,8.923999786,0,10
1,0.62,7.335000038,1,3
1,5.66,28.96899986,0,8
1,1.21,21.48200035,1,12
1,4.82,19.02199936,0,9
1,0.56,39.16500092,0,12
0,0.83,37.27899933,1,5
1,0.82,50.58100128,0,11
1,1.43,27.13199997,0,5
1,1.29,16.35899925,0,0
1,1.22,17.45800018,0,5
1,0.72,19.53000069,0,5
0,2.22,7.586999893,0,5
1,0.83,30.87599945,0,3
1,1.64,23.64500046,0,3
0,0.62,12.15299988,0,8
1,1.51,31.07099915,1,3
1,0.7,16.27099991,0,4
1,0.6,17.11400032,1,0
1,0.61,15.49499989,0,3
1,1.07,26.48699951,0,4
1,1.2,43.14199829,1,7
1,0.92,25.68700027,0,4
1,2.21,9.975999832,0,4
1,1.1,6.540999889,0,4
1,1.01,43.28499985,0,10
1,0.9,71.12999725,0,4
1,1.16,70.03199768,0,10
1,1.62,70.02100372,0,6
1,1.47,92.68099976,1,0
1,1.03,81.89199829,0,4
0,1.4,79.90299988,0,10
0,0.83,55.06100082,1,5
1,0.79,23.82500076,1,8
1,1.76,60.05199814,0,4
1,1.49,39.33200073,0,5
0,1.07,19.24900055,0,10
1,1.18,14.24400043,0,9
1,1.71,47.84899902,0,10
1,1.79,51.71500015,1,10
1,1.75,57.38700104,0,5
1,0.95,7.147999763,0,14
1,1.09,19.18300056,0,4
1,1.23,29.9810009,0,10
1,1.25,35.70500183,0,7
1,1.15,53.39400101,0,2
1,0.92,36.7480011,0,4
1,0.9,34.80500031,0,0
1,0.86,13.62699986,1,3
0,2.18,34.11199951,0,8
1,1.28,13.10200024,0,8
1,0.75,14.09399986,0,12
1,0.82,9.94299984,0,3
1,1.65,84.16899872,0,7
1,1.8,78.02500153,0,6
1,5.18,48.6780014,1,5
1,0.65,28.33200073,0,5
1,0.57,17.84799957,0,10
1,0.87,83.71900177,0,5
1,0.98,24.38899994,1,5
1,0.52,22.97599983,0,0
1,0.58,4.006000042,0,8
1,0.59,28.4489994,0,4
1,1.53,10.76399994,0,2
0,0.6,5.385000229,0,4
0,0.69,25.07699966,0,3
0,0.68,21.8560009,0,4
1,0.93,8.536000252,0,3
1,0.74,8.824000359,0,3
0,0.72,13.88899994,0,3
0,0.62,36.39699936,1,4
0,0.71,10.66699982,1,3
0,0.53,5.580999851,1,4
0,0.6,9.331000328,0,4
0,2.2,120.0979996,0,4
0,2.71,142.522995,0,4
0,3.2,145.5570068,0,5
0,1.35,98.5059967,0,4
0,0.99,84.48400116,1,2
0,1.98,91.00299835,0,6
0,1.03,40.12900162,0,4
0,1.32,4.272999763,0,6
1,1.04,21.2859993,0,7
1,0.57,15.05000019,0,7
1,0.71,19.3409996,0,4
0,0.63,36.84899902,0,2
1,2.65,29.40699959,0,4
1,0.9,19.17399979,0,5
1,0.89,70.00299835,0,5
1,1.58,64.74199677,0,6
1,1.35,56.29700089,0,2
0,1.61,53.55099869,0,3
0,1.31,100.9059982,0,5
0,0.82,81.38500214,0,2
0,0.89,68.96199799,0,3
1,1.12,89.00700378,1,4
0,0.56,34.57899857,0,4
0,0.77,48.01300049,0,9
1,0.54,16.68600082,0,4
1,1.17,66.06900024,1,5
1,1.34,32.0019989,0,3
1,1.32,12.59399986,0,5
1,1.12,28.00600052,0,10
1,1.17,48.44499969,0,3
1,0.85,28.64599991,0,5
1,0.89,25.93099976,1,0
1,0.99,45.27199936,1,3
0,1.18,49.34600067,1,3
0,1.08,71.51799774,0,3
0,1.03,75.69799805,0,6
0,1.18,54.40299988,0,6
1,1.38,23.14800072,0,4
0,1.41,31.38599968,0,5
1,0.87,27.88299942,0,4
0,0.65,99.44100189,0,4
0,0.55,115.9940033,0,4
1,0.55,60.43199921,0,9
0,0.59,31.23900032,1,5
0,0.53,49.20000076,1,9
1,0.81,31.27099991,0,7
1,0.87,8.812000275,0,6
1,0.77,27.88899994,0,10
0,0.7,48.25,0,7
1,0.65,42.59400177,0,11
0,0.95,59.82099915,0,7
1,2.6,8.100000381,1,5
0,0.56,31.07999992,0,5
1,0.83,35.63700104,0,0
1,0.7,10.54599953,1,0
0,0.94,7.311999798,1,0
1,0.73,10.64900017,1,5
1,0.52,11.99400043,0,5
1,1.99,90.04100037,0,6
1,3.51,11.60299969,1,5
1,5.09,21.61100006,1,10
1,3.5,11.09399986,1,8
0,2.04,138.3099976,1,8
0,2.38,133.1349945,1,0
0,1.96,152.4640045,1,15
0,1.89,154.0829926,1,0
1,2.93,96.07900238,0,11
0,2.75,96.64800262,0,11
0,2.52,128.1080017,0,10
0,1.7,160.9949951,0,10
0,1.94,169.2740021,0,0
1,1.8,134.9700012,1,12
0,1.96,127.1930008,1,8
0,1.8,135.2140045,1,10
0,1.03,99.89099884,0,4
0,1.84,103.0319977,0,5
0,1.74,89.26799774,1,8
0,1.84,83.43199921,1,8
1,1.55,7.335999966,0,1
0,0.57,7.550000191,0,5
1,1.27,18.55999947,1,0
0,0.62,26.25099945,1,0
1,3.04,43.30699921,0,8
1,3.42,61.54700089,1,0
1,2.54,47.03099823,0,3
1,2.16,85.48200226,0,4
0,0.66,25.52199936,1,0
0,1.2,44.94300079,1,4
0,0.75,19.31800079,0,7
0,0.55,25.37100029,1,10
0,0.75,54.42399979,1,6
0,0.87,81.16600037,0,0
0,1.65,13.57999992,1,0
0,1.54,24.00499916,1,10
0,0.74,28.21500015,1,7
0,0.78,23.94199944,0,7
0,0.71,40.29600143,1,8
1,0.64,32.24200058,1,0
1,0.98,15.35599995,1,0
0,0.95,27.42000008,0,3
0,0.85,15.48499966,0,0
1,1.03,26.07699966,0,7
1,0.65,45.54299927,0,0
0,0.6,44.19400024,1,10
0,0.59,23.35499954,1,0
0,0.62,21.89800072,0,0
1,1.15,30.46500015,0,8
0,0.83,17.37100029,0,8
1,0.76,33.50799942,0,8
0,0.88,39.97399902,0,5
0,0.63,19.92099953,0,4
0,0.59,26.66500092,0,9
0,0.62,39.1629982,1,5
0,0.63,38.94100189,1,5
0,0.6,47.77399826,0,8
1,0.77,40.54399872,0,0
1,0.7,16.60499954,1,5
0,0.77,28.25499916,1,0
0,0.53,17.37599945,1,3
0,0.51,11.40499973,1,5
1,1.29,18.47999954,0,5
1,2.55,10.77700043,0,5
0,0.52,32.58300018,1,3
0,0.67,35.80799866,1,3
0,0.55,41.11299896,1,4
1,2.31,18.43799973,0,2
0,0.71,22.81399918,1,0
1,0.82,13.78499985,1,5
0,0.71,98.03299713,0,8
0,0.52,153.7279968,0,5
0,0.91,36.91600037,0,3
0,0.51,35.72800064,0,5
1,1.92,23.78000069,1,5
0,0.55,14.90100002,1,8
0,0.66,13.14599991,0,5
0,0.95,61.77399826,0,5
0,1.63,65.81500244,1,5
0,1.14,83.24700165,1,4
0,0.7,106.4940033,1,5
0,0.68,125.1419983,0,6
0,0.62,49.07799911,1,2
0,1.45,71.47599792,1,0
0,0.95,130.9120026,0,4
0,1.8,68.00800323,1,0
0,1.42,68.51899719,1,5
0,1.01,77.89600372,1,5
0,1.02,105.0940018,1,5
0,0.7,115.7630005,0,8
0,1.29,128.2460022,1,2
0,2.35,130.2089996,1,0
0,1.35,73.87000275,1,4
0,0.84,56.6230011,0,5
0,1,14.17000008,1,5
0,1.27,17.85499954,1,5
1,1.68,30.82099915,0,5
0,1.83,43.95399857,1,5
0,1.86,28.1609993,0,0
0,2.05,50.34700012,1,3
1,1.12,16.29000092,1,0
0,1.86,17.7670002,1,5
1,1.99,18.04899979,1,4
1,1.47,39.13600159,1,7
1,2.22,14.30500031,0,10
1,1.16,26.67499924,0,3
1,0.6,31.06100082,1,2
1,1.62,30.53199959,1,5
1,1.51,27.98900032,1,5
1,0.91,11.03100014,1,5
1,0.67,12.23400021,1,5
1,0.81,24.00399971,1,10
1,1.25,14.7869997,1,0
0,1.12,22.00200081,1,0
1,1.58,11.81299973,1,5
0,0.71,13.71399975,1,0
0,2.53,24.88400078,1,5
1,1.1,6.468999863,1,6
0,0.54,10.46100044,0,5
0,1.13,42.01100159,0,5
0,0.51,24.83300018,1,12
0,0.52,19.50200081,0,10
0,0.6,77.10800171,1,0
0,0.76,77.88500214,1,2
0,1.09,85.78700256,1,0
1,1,74.91100311,1,4
0,0.61,100.5390015,0,0
0,1.13,125.5970001,1,3
0,0.86,113.6989975,1,3
0,1.01,119.9410019,1,4
1,0.62,94.72000122,1,2
0,1.22,135.9100037,1,3
0,0.58,78.97799683,1,2
0,0.63,87.90799713,1,5
0,0.76,88.86599731,1,6
1,0.78,59.52500153,1,0
0,1.11,57.13899994,1,10
0,1.36,53.83200073,0,0
1,0.56,68.34500122,1,3
0,0.74,43.11199951,0,0
0,0.54,9.949999809,0,0
1,1.01,6.645999908,1,0
1,0.73,38.91999817,0,5
1,1.17,59.59899902,1,0
1,0.61,43.18600082,1,0
1,0.83,9.946000099,1,0
1,1.09,41.94200134,1,0
1,0.51,29.36199951,1,0
1,0.79,16.88999939,1,3
0,1.33,31.15200043,0,12
1,1.83,18.52199936,1,6
1,2.18,43.41699982,1,4
0,2.27,15.60700035,1,3
1,0.84,58.43899918,1,4
1,0.61,25.13899994,1,2
0,2.83,7.27699995,1,8
1,0.6,27.89500046,1,3
0,2.51,36.08300018,1,7
1,1.04,35.05799866,1,5
1,1.36,30.50799942,0,10
1,1.91,20.8920002,0,4
1,0.68,33.99599838,1,4
0,0.78,37.22200012,1,6
0,0.72,3.525000095,0,6
0,0.51,23.20499992,0,5
0,1.66,31.99300003,1,7
0,1.17,43.75999832,1,4
0,1.47,51.63000107,0,3
0,1.8,51.69599915,1,6
1,2.05,19.67000008,1,8
1,0.77,32.2159996,1,3
1,1.31,74.08100128,1,9
0,0.75,53.54399872,1,10
0,1.21,37.10499954,1,4
0,0.75,65.20999908,1,5
1,0.71,32.76900101,1,0
1,0.85,29.20199966,1,3
1,1.55,53.68999863,0,4
1,0.61,22.7670002,1,8
0,0.58,47.67599869,0,11
0,0.64,49.68899918,1,4
1,0.96,60.82799911,1,5
1,0.7,24.24900055,1,10
1,1.37,19.61300087,1,7
0,0.81,31.06900024,1,6
1,0.82,20.10300064,0,3
0,0.54,9.104000092,1,12
1,1.08,57.24000168,1,8
0,0.84,103.6429977,0,3
0,0.58,100.7300034,1,4
0,0.57,104.6910019,0,3
0,0.52,37.55199814,1,3
0,0.58,27.71800041,1,0
0,0.64,10.20300007,1,0
0,0.53,9.609000206,1,0
0,0.81,14.14700031,1,7
0,0.53,48.74499893,1,4
1,1.28,24.3029995,1,10
1,0.76,36.98400116,1,11
1,1.39,42.23099899,0,10
1,2.51,28.27700043,0,10
1,1.68,29.77899933,1,6
1,1.63,71.51799774,1,6
1,2.27,69.30999756,1,12
1,1.47,30.08300018,1,11
1,2.86,40.37200165,1,5
1,1.93,47.1590004,1,8
1,1.42,125.3079987,1,16
1,1.87,95.19999695,0,12
1,0.88,17.25699997,1,7
1,1.25,19.02000046,1,8
1,2.85,54.85599899,1,4
0,2.38,50.99000168,1,12
1,0.7,41.07099915,1,0
1,1.02,16.38500023,1,14
1,0.56,48.27199936,0,12
1,1.27,29.35499954,0,5
1,1.87,31.66699982,1,5
1,1.18,19.13800049,0,16
1,1.6,49.44900131,1,12
1,1.31,29.80699921,1,10
1,1.28,59.88000107,1,5
1,0.8,84.72299957,1,12
1,2.08,93.4940033,0,12
1,2.16,114.1470032,1,12
1,1.07,83.48999786,0,14
1,1.94,66.80200195,1,5
1,0.83,21.79700089,0,3
1,1.25,26.56100082,0,8
0,1.06,5.362999916,0,4
0,1.52,87.3239975,0,5
0,1.66,98.11499786,0,10
1,1.4,79.59300232,0,10
1,1.17,52.15000153,0,10
1,1.21,43.2480011,0,12
0,0.65,21.21699905,0,5
0,0.51,26.4109993,1,12
1,1.11,45.85599899,0,15
1,0.75,64.47399902,1,5
0,1.28,16.52300072,0,16
1,1.31,38.3390007,0,10
1,1.03,15.75699997,1,10
0,1.33,20.25300026,1,8
1,1.7,12.6420002,1,12
0,0.91,30.0720005,1,7
0,0.81,40.9129982,0,12
0,0.89,48.76100159,0,3
1,0.6,16.06900024,0,10
0,0.8,33.54800034,1,8
0,0.87,13.9460001,0,11
1,1.1,34.46500015,1,1
1,0.82,45.39599991,0,10
1,0.62,18.72500038,0,15
1,0.85,18.58099937,0,15
1,0.93,29.63299942,0,17
1,0.6,33.87900162,0,15
0,0.74,101.9000015,1,5
1,1.68,88.78099823,0,8
1,0.9,85.06300354,0,8
1,1.98,66.33899689,0,10
1,2.03,78.42900085,1,5
0,1.86,74.57299805,1,5
0,1.11,18.82099915,0,14
0,0.7,34.74200058,0,10
0,0.98,47.40599823,0,16
0,1.07,75.41300201,1,5
0,1.43,82.40299988,0,7
0,0.85,97.84899902,1,5
0,1.07,34.39099884,1,5
0,1.69,95.5739975,1,6
1,1.35,59.20999908,1,5
0,1.02,14.36299992,0,8
0,1.14,109.663002,1,5
0,1.02,101.9649963,1,8
0,2.56,95.59899902,1,7
0,1.62,87.85299683,1,8
1,1.15,67.45500183,1,12
1,0.69,78.98699951,0,15
0,1.06,28.3029995,0,8
0,0.98,4.728000164,1,0
0,1.15,22.59700012,1,5
0,1.36,33.00400162,0,15
0,1.04,36.59700012,0,8
1,1.5,33.26499939,1,0
1,1.19,47.6969986,0,12
0,1.22,63.72800064,0,0
0,0.83,125.5630035,1,5
0,0.65,112.7710037,0,5
0,0.98,106.3639984,0,5
1,0.58,92.7480011,1,15
0,0.52,72.84999847,0,5
0,1.38,74.0739975,0,6
1,0.63,9.444000244,0,5
1,0.54,21.59300041,0,6
0,0.54,32.02600098,0,9
0,0.57,22.66699982,0,5
0,0.62,56.87099838,1,0
0,0.81,77.49900055,1,5
1,0.72,60.86299896,0,14
0,0.8,30.91200066,0,10
1,0.75,34.16699982,1,8
1,1.58,100.3150024,1,5
1,1.18,110.0080032,0,9
0,3.51,97.51399994,1,0
0,3.12,62.28699875,1,4
1,1.86,29.91500092,0,5
0,2.27,8.289999962,1,5
0,2.77,25.74399948,1,5
0,1.63,50.02500153,1,7
1,1.5,45.36999893,0,7
1,1.11,20.62199974,0,8
1,0.86,20.94599915,0,4
1,1.05,40.95299911,1,6
1,1.33,29.64900017,0,8
1,1.28,48.6609993,0,6
1,0.89,57.46699905,0,6
1,1.03,32.13999939,0,5
1,0.63,62.68500137,0,7
0,1.05,69.53299713,1,7
0,1.64,72.13700104,1,9
1,2.93,69.88800049,0,5
1,1.77,88.77500153,0,15
1,2.81,104.3040009,0,7
1,3.77,83.22200012,1,7
1,0.85,26.51199913,0,6
1,2.74,36.5379982,0,14
1,2.19,4.112999916,0,10
1,3.25,13.24100018,0,5
1,2.92,37.88000107,0,5
1,2.95,52.47700119,0,14
1,1.19,17.04299927,0,8
1,0.58,17.15399933,1,7
1,0.78,5.541999817,1,10
1,0.58,16.12700081,1,6
1,2.69,23.24900055,1,7
1,1.66,26.00799942,1,6
1,1.83,22.06299973,0,12
1,1.76,27.54299927,0,10
1,2.91,13.6590004,1,6
1,3.22,14.51299953,0,15
1,2.29,3.499000072,0,12
1,1.75,11.93200016,0,15
1,2.33,8.694999695,0,10
1,2.73,10.09000015,0,12
1,1.3,20.38699913,0,16
1,1.84,18.43600082,0,10
1,1.6,26.53499985,0,12
1,1.56,21.63400078,0,7
1,3.11,25.39800072,0,7
1,2.78,21.83499908,1,5
1,4.35,36.18099976,0,8
1,4.07,31.15299988,0,7
1,3.31,34.94599915,0,10
1,0.93,34.49300003,1,8
1,3.03,34.54899979,1,8
1,5.19,16.21500015,0,5
1,5.04,28.51099968,1,5
0,0.56,37.1780014,1,4
0,0.56,44.31100082,0,5
0,1.64,39.38000107,1,1
1,1.2,26.81800079,0,0
0,0.57,14.84399986,1,1
0,1.7,28.68600082,0,5
0,1.29,70.5510025,0,5
1,0.56,9.241999626,0,0
0,0.51,12.54100037,0,5
0,0.97,30.7159996,0,5
0,0.85,38.13199997,0,5
0,0.97,61.1269989,0,5
0,1.32,39.98500061,1,5
0,0.71,30.83099937,0,7
0,0.81,31.90999985,0,6
0,2.62,35.81999969,1,3
1,0.73,26.71500015,1,4
1,0.62,31.71199989,1,4
1,0.86,20.87800026,1,0
0,0.74,14.48900032,1,8
1,0.56,21.67300034,0,8
1,0.51,8.197999954,1,3
1,1.2,10.72700024,1,6
1,3.35,12.91600037,0,7
0,0.56,8.62899971,1,7
1,0.61,20.48699951,0,13
1,0.8,15.30200005,0,8
0,0.69,15.90799999,1,7
0,0.73,11.26399994,1,5
1,2.78,25.89599991,1,7
1,1.71,20.69499969,1,5
1,0.66,34.75099945,0,13
1,0.75,58.79600143,1,7
1,0.86,48.85499954,1,6
1,1.01,33.91699982,1,7
1,1.02,36.43500137,1,5
1,1.33,9.87100029,1,6
1,0.53,41.88499832,1,5
0,0.6,30.95700073,0,6
0,0.63,109.7639999,1,8
0,0.54,108.0039978,1,5
1,0.66,104.5559998,1,6
1,1.49,72.16400146,0,10
1,0.8,26.56100082,1,12
1,0.68,43.86700058,0,10
1,0.89,55.17300034,0,7
1,2.19,44.62900162,0,10
1,0.63,31.38100052,0,12
